FTF,6.5200698216756185,0.09473034100969172,0.3433909952323928,0.3520533779149932,0.0
FTFT,0.26433333431681,0.037743287104796144,4.973802224183817,6.532857517734096,0.6
FTHM,1.2761499991019567,0.27551828517614063,3.102280475637831,3.0586854715103295,0.55
FTHY,14.372535880406698,0.14092123638174764,0.39903970461653887,0.34198429477437325,0.016666666666666666
FTI,29.851333332061767,1.9262006810683752,1.4734141473309796,1.1382306130631656,0.31666666666666665
FTII,11.530933205286662,0.34300285842669903,0.9336082020482551,2.1510060169691316,0.16666666666666666
FTIIU,11.589716672897339,0.726446495896904,0.3059998160253105,1.271904888558927,0.05
FTK,8.52850000858307,0.7205225446981015,3.03595867425304,3.48635447757312,0.6166666666666667
FTLF,15.431499973932903,0.7333628558267127,1.5669532235586405,2.001883445407096,0.36666666666666664
FTNT,100.95450019836426,6.21645155245843,1.1366533918811303,1.005727212232056,0.3
FTS,42.87883358001709,1.2483241237639506,0.8634598467660636,0.7366952908155584,0.1
FTV,77.9136344909668,2.6862702858162546,0.8169580642604471,0.5250807398458704,0.11666666666666667
FUBO,3.305833319822947,1.150377160421698,5.36393967387041,6.436333769917074,0.7
FUFU,5.067083319028218,0.3229658104682478,3.620948228063353,3.2073494724790104,0.7166666666666667
FUL,61.50677731831868,4.437494926589061,1.2521149998538055,1.046255174595246,0.2
FULC,3.94333332379659,0.5473075401406088,3.301307560926855,3.2610832776328067,0.6333333333333333
FULT,19.751863352457683,0.9309175555808031,1.2369754883557404,0.9239492901637119,0.2833333333333333
FULTP,19.99286495844523,0.2904012984428656,0.8632486370506931,0.799506788028324,0.18333333333333332
FUN,44.56816654205322,3.552406873555061,1.8499692170859003,1.7451801900337938,0.4
FUNC,34.314476013183594,3.160740358207095,1.5346962218337978,1.701973927827402,0.3333333333333333
FUND,7.365602811177571,0.1568819236615979,0.6792592347774586,0.44923128048179484,0.0
FURY,0.38373333563407264,0.014733031446831678,2.813908593936714,2.3207742663029953,0.6333333333333333
FUSB,12.973074913024902,0.46670674384800903,2.053413649328619,1.8037446203897243,0.5333333333333333
FUTU,97.74741668701172,14.742982624138882,2.6069736763814833,2.392147435600485,0.55
FVCB,11.874166679382324,0.8176312667445523,2.253514661411492,1.986472766712605,0.5666666666666667
FVRR,30.377166748046875,2.978721245088762,2.0696018561595797,1.581879347913834,0.5
FWONA,85.95616671244304,4.094024138493727,1.150521017221351,1.0845216210288038,0.3
FWONK,93.7458334604899,3.9010908038025964,1.3164653981566852,1.0164197388057434,0.2833333333333333
FWRD,29.396499760945638,4.931583365585558,2.651871857281437,2.358171113387497,0.6166666666666667
FWRG,19.62116673787435,1.3225291310670957,2.3888707035865786,2.0488421040437137,0.5666666666666667
FXNC,24.073923714955647,1.2126233061851852,1.182566437640717,1.341137237418216,0.23333333333333334
FYBR,35.524333254496256,0.44511926633370136,0.22043402533798417,0.16344396381517198,0.0
G,48.2079999923706,4.4237618870145745,1.121130071830181,0.7492234813352273,0.15
GABC,39.76810595194499,1.3018445013890216,1.0463019116075911,0.86509175794933,0.21666666666666667
GAIA,4.808333341280619,0.5226795143716619,2.9507646761978146,3.0463659255896163,0.6166666666666667
GAIN,13.264080651601155,0.3210609021554126,0.9761208304637583,0.7221649070306057,0.13333333333333333
GAINN,24.617952410380045,0.21115950036562411,0.34486393777620583,0.3392759058148318,0.0
GAINZ,23.230666478474934,0.15075723670647945,0.2651021633550499,0.3215701897471152,0.0
GALT,1.373999997973442,0.28236028453219114,5.57931940876528,9.096335328729952,0.7166666666666667
GAM,51.450551732381186,0.9420943143933752,0.7290420226792567,0.6870210452991327,0.08333333333333333
GAMB,14.360416666666667,1.1433606076477134,1.7163364425456455,1.5337135599600835,0.4166666666666667
GAME,0.832666669289271,0.06974230222340823,3.4562812341876206,3.063908768991926,0.6166666666666667
GAN,1.8134166757265726,0.04988730955725123,0.7800562557371863,0.6007562616123988,0.1
