A,132.37626179207206,12.36380266860348,-0.07506311817819158,24
AA,35.83393027593805,5.7268114435067545,-0.06772471087987704,21
AACG,0.8748192765626562,0.1382393107088859,-8.032144791629899e-05,19
AAL,12.918514021907944,2.6934548969525287,-0.0019277090049651731,29
AAME,1.6180839138689749,0.11185039331293094,-0.00017321137954130221,6
AAMI,26.145723357728833,2.591281900829592,0.029505377262444663,16
AAOI,19.879514062261006,10.100607329130716,0.022449803639607257,30
AAON,102.86383136132038,19.19876092075662,0.08613859755047099,26
AAP,45.69116352066461,9.82220451817351,-0.08252656483149741,23
AAPL,225.3805267998264,14.741615781500371,0.03163722183826947,15
AAT,23.60355937349523,2.932273167812882,-0.0025957037552531066,33
AB,34.97687163976746,2.9465715283715994,0.035916801780923546,25
ABAT,1.254819276103054,0.45539323481621913,-0.0003212848341608622,8
ABBV,184.73790868487754,13.691515297324319,0.11735129663565781,13
ABCB,60.78862991055086,6.037480980944434,0.04966737361035904,15
ABCL,2.824140558281098,0.40800814528320745,-0.008152611284370882,10
ABEO,5.659156625050618,0.6640992461884495,0.006345383134711698,14
ABEV,2.142315847701382,0.2075780961051598,0.0015508667453255547,20
ABG,245.5420073237285,20.69452314778202,-0.0597991943359375,13
ABL,8.952365438622165,1.1850342738482822,-0.018514054846093357,35
ABM,52.15910114947916,2.9011481390782285,0.023893887840645972,11
ABNB,134.05223687106826,11.127839893424605,-0.07112452495528991,13
ABOS,2.1042851415503936,0.7403785247493794,-0.0077710841075483575,40
ABP,5.9045863557292755,5.144086192363746,-0.043401606291173456,45
ABR,12.535681404692136,1.1564227437928398,-0.010951816925964069,26
ABSI,3.7401526022148897,0.7266561323754219,-0.0070682730540693045,7
ABT,118.54401348592533,10.946504273808813,0.12870067559823836,30
ABTS,1.1901566265337917,1.2906225559684974,0.014092369730692791,15
ABUS,3.604819281512954,0.34744169172712047,0.0,14
ABVC,0.7613534120670763,0.24643705618088566,0.0024779115814760506,13
AC,35.01059628217617,2.6541605478884636,0.022976762921534704,24
ACA,91.77594942469538,9.244095426337715,-0.007527077575650217,22
ACAD,17.16204819813311,1.9044467744260354,0.028273092216277218,8
ACB,5.300983932602358,0.8454923059902079,-0.0032931733801661723,10
ACCO,4.787799829307041,0.6264150148157218,-0.005010569477826234,24
ACDC,7.279767082398196,1.150603500819094,-0.005200799689235458,9
ACEL,11.15483534096714,0.7033923526052878,0.004783132468840204,9
ACET,1.1350562246927776,0.3203960217281631,-0.0035020081872442163,40
ACGL,96.78770069365089,5.447183814050808,-0.009753507490069674,19
ACGLN,18.643289720464146,0.9538348288678157,-0.006172936387510602,29
ACGLO,21.750064186846725,0.7813150650853503,-0.0034717772976510007,31
ACHC,49.61489973872541,18.368832228190517,-0.18863452773496328,38
ACHR,6.579867488409142,2.9534217697020955,0.028514055841897864,30
ACHV,4.0197590556010665,0.9370512343652637,-0.00714859426260952,38
ACI,20.016142851456827,1.2989676036895403,0.008752098626318247,32
ACIC,11.699471556800896,0.9988265060409429,-0.0035242895510056932,20
ACIU,3.014409642621695,0.8206306734052015,-0.012690763396910396,31
ACIW,50.21164651280905,5.762182958155387,0.04164659737583145,24
ACLS,87.72887555470908,29.955985422438737,-0.22947790919537525,37
ACLX,71.81517284653752,12.586481535687623,0.03592369355351092,25
ACM,100.86173508205567,8.506669508984453,0.09264071239949662,24
ACMR,21.038393629602638,3.6601474559193976,0.0031726867798341804,14
ACN,336.0249409826245,28.89214849162765,0.14655919998486788,20
ACNB,40.623192808566046,3.9063038178739813,0.045316368876204924,14
ACNT,11.055261037435876,1.2198136899887748,0.01012047993610183,33
ACON,1313.958490997912,1057.562396436354,-13.413734547105658,40
ACP,5.756487170226484,0.15750144919989026,0.000607198505966696,10
ACR,17.043895579724907,2.5597568096175936,0.024377508814555096,31
ACRE,5.763920112869327,0.9021357054869865,-0.006130017278505349,37
ACRS,1.8468996013503476,0.8603106100549824,0.0016666669922181401,21
ACRV,6.20483532105105,2.4159924823116157,-0.028152608967210394,31
ACT,33.87709797047743,1.8978806413906528,0.021180236556014267,15
ACTG,4.45064259149942,0.6631314843685124,-0.007670682118120921,30
ACU,39.739999218282385,2.909045935501534,0.01883205048987003,10
ACV,20.416845991061717,1.1054644994878453,0.011276113797006304,17
ACVA,18.701429730917077,2.5308028238698075,-0.0060642579473166106,21
ACXP,1.3940602411706764,0.7976582451007063,-0.008698794975816965,45
ADAG,2.3292851395396346,0.4992059071245856,-0.0033333330269319466,22
ADAP,0.7550321276408123,0.3347846496501579,-0.003441766921774929,40
ADBE,478.7560646639292,65.38257598230689,-0.12843377906155873,32
ADC,71.43993236330611,5.134056015842183,0.06769514830498628,21
ADCT,2.4984779156834245,0.8020590098935235,-0.0015662654815428707,37
ADD,24.92562248764268,39.9677696330968,-0.09236947791164658,16
ADEA,12.664417837219219,1.3136830856668524,0.0049531588512437994,12
ADI,219.52671158809906,13.550209588977205,-0.06663491071540681,10
ADIL,0.9878714850628711,0.2275058721870197,-0.002771084088398271,9
ADM,53.16534887330022,5.237195386566043,-0.04824690281329106,44
ADMA,17.71707227622649,3.4217532134138424,0.04052208896621643,17
ADN,4.08445381208596,1.5420100165207984,-0.0035381527789625296,15
ADNT,19.530437741413653,4.336497863180336,-0.05044176492346338,36
ADP,285.73416602837557,24.362866212458307,0.3463361379227231,32
ADPT,6.284750990120761,1.8791464364004593,0.023895580605809468,41
ADSE,13.630064244251175,1.2581994308637603,0.005863453968461737,18
ADSK,276.17875512058,25.354943911010427,0.3043774830768386,23
